Books,Ben,Moose,Reuven,Cust1,Cust2,Francois,Jim C,Iren,Cust3,Cust4,Cust5,Cust6,Cust7,Cust8,Cust9,andrew,ma,matt c,Ocelot,Cust10,crom,joe,Priscilla,Harry Potter,I. Ned,ender,Apollo,Zax,Jaluka,Sanity,Brix,sage32,clipper,YJAM,Martin,Mike,Strongbad,Brian,Douglas Anderson,chrispeh,Rudy A,McLovin,Mike Williams,Dude,Hideo,Rudy Ann,Don Wang,Anna-Carol,SubRia,Ella,Leslie,Sam,Cedric Jones,Don Wang,McLean,Shannon,Joshua,Jeremy,Pablo Sanchez,Scream,ROFLOL,Albus Dumbledore,Alexandra,NaRwHaLs,J-Rok,snoosh,Huxil,hidan,Leah,Boxxy,Rosanna,Claire,David,Zachary,ParseClaws,Tiffany,Sidney,Tony,Mark,NuNu,Hamza ALi,dencellia,Nathan,James,KeeLed,Megan,num_times_read,num_times_most_liked,num_times_most_hated,average_books,net_rating_dict,average_ratings,new_ratings
Harry Potter Series,5,5,5,4,4,4,0,5,5,5,5,5,5,5,0,4,4,5,4,4,0,4,0,5,3,0,4,5,0,5,0,5,5,0,5,4,5,5,5,0,4,2,5,4,5,4,4,0,0,0,1,0,0,4,5,5,5,0,0,4,5,5,0,2,1,5,0,5,0,0,5,5,3,0,4,5,5,0,0,4,4,5,4,3,5,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 5, 5, 4, 4, 4, 0, 5, 5, 5, 5, 5, 5, 5, 0, 4, 4, 5, 4, 4, 0, 4, 0, 5, 3, 0, 4, 5, 0, 5, 0, 5, 5, 0, 5, 4, 5, 5, 5, 0, 4, 2, 5, 4, 5, 4, 4, 0, 0, 0, 1, 0, 0, 4, 5, 5, 5, 0, 0, 4, 5, 5, 0, 2, 1, 5, 0, 5, 0, 0, 5, 5, 3, 0, 4, 5, 5, 0, 0, 4, 4, 5, 4, 3, 5, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 5, 5, 4, 4, 4, 0, 5, 5, 5, 5, 5, 5, 5, 0, 4, 4, 5, 4, 4, 0, 4, 0, 5, 3, 0, 4, 5, 0, 5, 0, 5, 5, 0, 5, 4, 5, 5, 5, 0, 4, 2, 5, 4, 5, 4, 4, 0, 0, 0, 1, 0, 0, 4, 5, 5, 5, 0, 0, 4, 5, 5, 0, 2, 1, 5, 0, 5, 0, 0, 5, 5, 3, 0, 4, 5, 5, 0, 0, 4, 4, 5, 4, 3, 5, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Holes,5,0,3,0,0,0,0,4,4,0,4,5,0,5,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,3,4,4,0,0,0,4,4,5,3,4,4,0,5,5,0,5,4,5,5,0,0,3,0,5,0,0,4,0,4,0,5,0,0,5,5,0,5,4,5,0,2,0,4,5,0,5,4,5,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 0, 3, 0, 0, 0, 0, 4, 4, 0, 4, 5, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 4, 0, 0, 3, 4, 4, 0, 0, 0, 4, 4, 5, 3, 4, 4, 0, 5, 5, 0, 5, 4, 5, 5, 0, 0, 3, 0, 5, 0, 0, 4, 0, 4, 0, 5, 0, 0, 5, 5, 0, 5, 4, 5, 0, 2, 0, 4, 5, 0, 5, 4, 5, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 0, 3, 0, 0, 0, 0, 4, 4, 0, 4, 5, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0, 4, 0, 0, 3, 4, 4, 0, 0, 0, 4, 4, 5, 3, 4, 4, 0, 5, 5, 0, 5, 4, 5, 5, 0, 0, 3, 0, 5, 0, 0, 4, 0, 4, 0, 5, 0, 0, 5, 5, 0, 5, 4, 5, 0, 2, 0, 4, 5, 0, 5, 4, 5, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Shonen Jump Series,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Shadow Club,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Bone Series,5,0,0,5,4,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,2,4,1,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 0, 0, 5, 4, 5, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 0, 0, 5, 4, 5, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Maus: A Survivor's Tale,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Joy Luck Club,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 5, 0, 0, 3, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 5, 0, 0, 3, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Lord of the Rings,0,5,3,4,4,4,4,5,0,0,5,0,0,5,2,5,2,5,0,0,4,3,2,4,0,5,0,5,0,0,0,0,5,5,4,5,3,4,4,0,0,4,3,0,5,0,0,0,4,0,5,0,0,0,0,5,0,0,0,0,5,0,0,5,0,5,0,5,0,0,0,5,0,0,0,5,5,5,0,0,3,2,3,1,4,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[0, 5, 3, 4, 4, 4, 4, 5, 0, 0, 5, 0, 0, 5, 2, 5, 2, 5, 0, 0, 4, 3, 2, 4, 0, 5, 0, 5, 0, 0, 0, 0, 5, 5, 4, 5, 3, 4, 4, 0, 0, 4, 3, 0, 5, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 5, 5, 0, 0, 3, 2, 3, 1, 4, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [0, 5, 3, 4, 4, 4, 4, 5, 0, 0, 5, 0, 0, 5, 2, 5, 2, 5, 0, 0, 4, 3, 2, 4, 0, 5, 0, 5, 0, 0, 0, 0, 5, 5, 4, 5, 3, 4, 4, 0, 0, 4, 3, 0, 5, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 5, 5, 0, 0, 3, 2, 3, 1, 4, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Hobbit,5,5,4,3,5,3,4,4,3,2,5,0,0,5,0,4,2,5,4,0,4,5,3,0,0,4,2,5,0,0,0,0,5,5,5,4,3,5,5,0,0,0,2,2,5,0,4,4,4,0,5,0,0,4,5,5,0,0,0,0,5,0,0,5,0,5,4,5,0,0,2,5,0,5,0,5,5,5,0,0,1,4,1,5,3,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 5, 4, 3, 5, 3, 4, 4, 3, 2, 5, 0, 0, 5, 0, 4, 2, 5, 4, 0, 4, 5, 3, 0, 0, 4, 2, 5, 0, 0, 0, 0, 5, 5, 5, 4, 3, 5, 5, 0, 0, 0, 2, 2, 5, 0, 4, 4, 4, 0, 5, 0, 0, 4, 5, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 4, 5, 0, 0, 2, 5, 0, 5, 0, 5, 5, 5, 0, 0, 1, 4, 1, 5, 3, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 5, 4, 3, 5, 3, 4, 4, 3, 2, 5, 0, 0, 5, 0, 4, 2, 5, 4, 0, 4, 5, 3, 0, 0, 4, 2, 5, 0, 0, 0, 0, 5, 5, 5, 4, 3, 5, 5, 0, 0, 0, 2, 2, 5, 0, 4, 4, 4, 0, 5, 0, 0, 4, 5, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 4, 5, 0, 0, 2, 5, 0, 5, 0, 5, 5, 5, 0, 0, 1, 4, 1, 5, 3, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Shattered,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The War Of The Worlds,5,4,5,0,4,0,0,4,0,0,0,4,5,5,0,4,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,2,0,5,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 4, 5, 0, 4, 0, 0, 4, 0, 0, 0, 4, 5, 5, 0, 4, 0, 0, 3, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 3, 0, 0, 0, 0, 0, 2, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 4, 5, 0, 4, 0, 0, 4, 0, 0, 0, 4, 5, 5, 0, 4, 0, 0, 3, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 3, 0, 0, 0, 0, 0, 2, 0, 5, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
Dealing with Dragons,5,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
The Chrysalids,1,0,4,0,4,0,0,1,0,2,0,3,5,5,4,0,0,0,0,0,0,0,2,0,2,4,3,3,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,4,0,3,5,0,0,0,0,5,0,0,86,0,0,0,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}",0,"[1, 0, 4, 0, 4, 0, 0, 1, 0, 2, 0, 3, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 3, 3, 0, 0, 4, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 2, 4, 0, 3, 5, 0, 0, 0, 0, 5, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0, [1, 0, 4, 0, 4, 0, 0, 1, 0, 2, 0, 3, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 3, 3, 0, 0, 4, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 2, 4, 0, 3, 5, 0, 0, 0, 0, 5, 0, 0, 86, 0, 0, 0, {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}, 0]]"
